"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://irishealing.com/blog/category/detox/","1","Learn what to expect during the detox process, how medical supervision keeps you safe, and how detox fits into a comprehensive treatment plan. Our articles break down the physical and emotional aspects of withdrawal so you can approach this critical first step with confidence.","277","1721","Indexable",""
"https://irishealing.com/blog/category/lifestyle/","1","Recovery extends beyond the clinic. Explore articles on building healthy routines, navigating relationships, finding purpose, and cultivating a fulfilling life in and beyond sobriety.","183","1077","Indexable",""
"https://irishealing.com/blog/category/mental-health/","1","From anxiety and depression to trauma and co-occurring disorders, our mental health articles offer compassionate, clinically informed perspectives. Understanding your mental health is the first step toward getting the care you deserve.","235","1447","Indexable",""
"https://irishealing.com/blog/category/iris-in-the-press/","1","Catch up on Iris Healing®'s latest media coverage, awards, accreditations, and community recognition. We're proud of the work we do and the stories that reflect our commitment to exceptional, whole-person care.","210","1309","Indexable",""
"https://irishealing.com/blog/page/4/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/25/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/24/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/5/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/category/drug-addiction/page/2/","1","From opioids and stimulants to prescription medications and beyond, our drug addiction resources cover the science of dependence, the impact on daily life, and the treatment approaches that work. Knowledge is a powerful tool on the road to recovery.","249","1549","Indexable",""
"https://irishealing.com/blog/page/7/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/6/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/22/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/23/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/9/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/11/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/20/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/8/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/21/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/10/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/13/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/19/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/12/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/18/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/15/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/14/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/16/","1","123... 27","9","55","Non-Indexable","Canonicalised"
"https://irishealing.com/blog/page/17/","1","123... 27","9","55","Non-Indexable","Canonicalised"
